CO2,PM10,PM25,NO,NO2,O3,SO2,AQI
415.0,20.2,13.6,34.42,42.16,0.66,70.57,1.0
422.0,17.2,13.0,34.42,42.16,0.66,70.57,1.0
471.0,15.2,11.2,34.42,42.16,0.66,70.57,2.0
502.0,15.7,10.9,34.42,42.16,0.66,70.57,2.0
547.0,11.9,9.9,34.42,42.16,0.66,70.57,2.0
458.0,10.8,9.3,34.42,42.16,0.66,70.57,1.0
458.0,10.8,9.3,34.42,42.16,0.66,70.57,1.0
447.0,11.9,9.4,34.42,42.16,0.66,70.57,1.0
447.0,11.9,9.4,34.42,42.16,0.66,70.57,1.0
639.0,16.5,10.4,34.42,42.16,0.66,70.57,2.0
639.0,16.5,10.4,34.42,42.16,0.66,70.57,2.0
737.0,17.1,10.5,34.42,42.16,0.66,70.57,3.0
765.0,14.1,10.9,34.42,42.16,0.66,70.57,3.0
658.0,15.2,11.6,34.42,42.16,0.66,70.57,2.0
658.0,15.2,11.6,34.42,42.16,0.66,70.57,2.0
632.0,25.6,13.1,34.42,42.16,0.66,70.57,2.0
632.0,25.6,13.1,34.42,42.16,0.66,70.57,2.0
651.0,17.0,12.1,34.42,42.16,0.66,70.57,2.0
651.0,17.0,12.1,34.42,42.16,0.66,70.57,2.0
664.0,17.7,13.6,34.42,42.16,0.66,70.57,2.0
546.0,31.4,26.7,34.42,42.16,0.66,70.57,2.0
716.0,32.3,23.6,34.42,42.16,0.66,70.57,2.0
859.0,35.2,30.4,34.42,42.16,0.66,70.57,3.0
859.0,35.2,30.4,34.42,42.16,0.66,70.57,3.0
912.0,61.0,55.2,34.42,42.16,0.66,70.57,4.0
912.0,61.0,55.2,34.42,42.16,0.66,70.57,4.0
533.0,17.7,12.7,12.63,40.78,2.71,50.07,2.0
531.0,15.9,11.3,12.63,40.78,2.71,50.07,2.0
531.0,15.9,11.3,12.63,40.78,2.71,50.07,2.0
400.0,17.0,8.2,4.08,37.7,7.42,41.49,1.0
400.0,17.0,8.2,4.08,37.7,7.42,41.49,1.0
400.0,27.2,8.5,4.08,37.7,7.42,41.49,1.0
400.0,19.1,7.8,4.08,37.7,7.42,41.49,1.0
603.0,22.8,8.6,4.08,37.7,7.42,41.49,2.0
512.0,20.1,11.5,4.08,37.7,7.42,41.49,2.0
508.0,10.8,8.7,4.08,37.7,7.42,41.49,2.0
445.0,7.2,6.3,4.08,37.7,7.42,41.49,1.0
420.0,10.0,6.5,4.08,37.7,7.42,41.49,1.0
455.0,9.8,5.9,4.08,37.7,7.42,41.49,1.0
493.0,6.0,4.9,4.08,37.7,7.42,41.49,1.0
494.0,5.9,5.3,4.08,37.7,7.42,41.49,2.0
513.0,5.9,5.3,4.08,37.7,7.42,41.49,2.0
614.0,7.7,6.1,4.08,37.7,7.42,41.49,2.0
614.0,7.7,6.1,4.08,37.7,7.42,41.49,2.0
544.0,6.8,5.7,4.08,37.7,7.42,41.49,2.0
544.0,6.8,5.7,4.08,37.7,7.42,41.49,2.0
608.0,8.9,6.0,4.08,37.7,7.42,41.49,2.0
530.0,6.7,5.5,4.08,37.7,7.42,41.49,2.0
482.0,7.5,5.6,4.08,37.7,7.42,41.49,2.0
501.0,7.2,5.5,4.08,37.7,7.42,41.49,1.0
510.0,7.4,5.5,4.08,37.7,7.42,41.49,2.0
545.0,8.9,6.5,4.08,37.7,7.42,41.49,2.0
615.0,13.4,7.4,4.08,37.7,7.42,41.49,2.0
615.0,13.4,7.4,4.08,37.7,7.42,41.49,2.0
560.0,12.2,9.6,4.08,37.7,7.42,41.49,2.0
560.0,12.8,9.0,4.08,37.7,7.42,41.49,2.0
560.0,12.1,8.5,4.08,37.7,7.42,41.49,2.0
560.0,12.1,8.5,4.08,37.7,7.42,41.49,2.0
559.0,11.3,8.2,4.08,37.7,7.42,41.49,2.0
559.0,11.3,8.2,4.08,37.7,7.42,41.49,2.0
589.0,9.8,7.4,4.08,37.7,7.42,41.49,2.0
614.0,9.8,6.9,4.08,37.7,7.42,41.49,2.0
614.0,9.8,6.9,4.08,37.7,7.42,41.49,2.0
574.0,8.2,6.9,4.08,37.7,7.42,41.49,2.0
594.0,9.7,7.4,4.08,37.7,7.42,41.49,2.0
594.0,9.7,7.4,4.08,37.7,7.42,41.49,2.0
619.0,9.8,7.8,4.08,37.7,7.42,41.49,2.0
593.0,9.7,7.9,4.08,37.7,7.42,41.49,2.0
592.0,9.8,7.6,4.08,37.7,7.42,41.49,2.0
586.0,9.8,7.6,4.08,37.7,7.42,41.49,2.0
570.0,10.2,7.0,4.08,37.7,7.42,41.49,2.0
570.0,10.2,7.0,4.08,37.7,7.42,41.49,2.0
586.0,8.8,6.8,4.08,37.7,7.42,41.49,2.0
586.0,8.8,6.8,4.08,37.7,7.42,41.49,2.0
614.0,10.4,6.6,4.08,37.7,7.42,41.49,2.0
610.0,10.0,7.1,4.08,37.7,7.42,41.49,2.0
610.0,10.0,7.1,4.08,37.7,7.42,41.49,2.0
609.0,9.9,8.0,4.08,37.7,7.42,41.49,2.0
592.0,12.2,8.9,4.08,37.7,7.42,41.49,2.0
595.0,11.0,8.3,4.08,37.7,7.42,41.49,2.0
590.0,9.0,7.5,1.93,33.59,15.02,37.19,2.0
590.0,9.0,7.5,1.93,33.59,15.02,37.19,2.0
594.0,11.1,7.9,4.08,37.7,7.42,41.49,2.0
594.0,11.1,7.9,4.08,37.7,7.42,41.49,2.0
622.0,10.2,7.4,4.08,37.7,7.42,41.49,2.0
737.0,9.8,7.5,4.08,37.7,7.42,41.49,3.0
737.0,9.8,7.5,4.08,37.7,7.42,41.49,3.0
803.0,10.7,7.8,4.08,37.7,7.42,41.49,3.0
803.0,10.7,7.8,4.08,37.7,7.42,41.49,3.0
791.0,11.9,7.9,4.08,37.7,7.42,41.49,3.0
749.0,10.4,7.8,1.93,33.59,15.02,37.19,3.0
725.0,12.4,8.4,1.93,33.59,15.02,37.19,2.0
675.0,10.0,7.4,1.93,33.59,15.02,37.19,2.0
675.0,10.0,7.4,1.93,33.59,15.02,37.19,2.0
588.0,10.3,7.1,1.93,33.59,15.02,37.19,2.0
493.0,15.7,7.2,1.93,33.59,15.02,37.19,2.0
493.0,15.7,7.2,1.93,33.59,15.02,37.19,2.0
496.0,13.6,5.7,1.93,33.59,15.02,37.19,2.0
496.0,13.6,5.7,1.93,33.59,15.02,37.19,2.0
449.0,8.1,4.9,1.93,33.59,15.02,37.19,1.0
449.0,8.1,4.9,1.93,33.59,15.02,37.19,1.0
451.0,6.1,4.4,1.93,33.59,15.02,37.19,1.0
447.0,5.7,4.4,1.93,33.59,15.02,37.19,1.0
450.0,7.7,4.5,1.93,33.59,15.02,37.19,1.0
475.0,7.4,4.3,1.93,33.59,15.02,37.19,1.0
479.0,7.6,4.9,1.93,33.59,15.02,37.19,2.0
516.0,7.0,4.7,1.93,33.59,15.02,37.19,2.0
562.0,8.5,6.1,1.93,33.59,15.02,37.19,2.0
562.0,8.5,6.1,1.93,33.59,15.02,37.19,2.0
547.0,9.4,6.6,1.93,33.59,15.02,37.19,2.0
547.0,9.4,6.6,1.93,33.59,15.02,37.19,2.0
566.0,9.7,7.8,1.93,33.59,15.02,37.19,2.0
566.0,9.7,7.8,1.93,33.59,15.02,37.19,2.0
526.0,8.8,7.3,1.93,33.59,15.02,37.19,2.0
513.0,10.2,7.3,1.93,33.59,15.02,37.19,2.0
489.0,8.2,6.4,1.93,33.59,15.02,37.19,1.0
481.0,9.9,6.4,1.93,33.59,15.02,37.19,2.0
472.0,8.8,5.7,1.93,33.59,15.02,37.19,1.0
482.0,7.4,5.4,1.93,33.59,15.02,37.19,1.0
486.0,6.6,4.7,1.93,33.59,15.02,37.19,1.0
486.0,6.6,4.7,1.93,33.59,15.02,37.19,1.0
495.0,7.9,5.1,1.93,33.59,15.02,37.19,2.0
484.0,7.9,5.1,1.93,33.59,15.02,37.19,2.0
486.0,7.2,5.5,1.93,33.59,15.02,37.19,1.0
497.0,9.4,6.4,1.93,33.59,15.02,37.19,2.0
535.0,7.6,6.1,1.93,33.59,15.02,37.19,2.0
562.0,9.4,6.3,1.93,33.59,15.02,37.19,2.0
562.0,9.4,6.3,1.93,33.59,15.02,37.19,2.0
604.0,10.4,8.9,1.93,33.59,15.02,37.19,2.0
625.0,11.1,9.2,1.93,33.59,15.02,37.19,2.0
671.0,11.6,9.6,1.93,33.59,15.02,37.19,2.0
669.0,13.3,10.4,1.93,33.59,15.02,37.19,2.0
687.0,12.1,10.8,1.93,33.59,15.02,37.19,2.0
688.0,12.8,10.8,1.93,33.59,15.02,37.19,2.0
693.0,13.0,10.3,1.93,33.59,15.02,37.19,2.0
704.0,12.2,9.8,1.93,33.59,15.02,37.19,2.0
701.0,11.0,9.3,1.93,33.59,15.02,37.19,2.0
737.0,12.7,10.2,1.93,33.59,15.02,37.19,3.0
743.0,11.6,10.3,1.93,33.59,15.02,37.19,3.0
743.0,11.6,10.3,1.93,33.59,15.02,37.19,3.0
759.0,13.4,10.8,1.93,33.59,15.02,37.19,3.0
731.0,13.0,10.9,1.93,33.59,15.02,37.19,3.0
697.0,14.6,11.4,1.93,33.59,15.02,37.19,2.0
605.0,12.4,10.6,1.93,33.59,15.02,37.19,2.0
510.0,7.5,6.0,1.93,33.59,15.02,37.19,2.0
510.0,7.5,6.0,1.93,33.59,15.02,37.19,2.0
501.0,7.4,5.9,1.93,33.59,15.02,37.19,2.0
512.0,8.1,5.9,1.93,33.59,15.02,37.19,2.0
512.0,8.1,5.9,1.93,33.59,15.02,37.19,2.0
502.0,7.8,5.7,1.93,33.59,15.02,37.19,2.0
501.0,7.9,5.7,1.93,33.59,15.02,37.19,2.0
515.0,7.9,5.7,1.93,33.59,15.02,37.19,2.0
515.0,10.4,5.3,1.93,33.59,15.02,37.19,2.0
521.0,20.5,5.9,1.93,33.59,15.02,37.19,2.0
521.0,20.5,5.9,1.93,33.59,15.02,37.19,2.0
545.0,21.6,5.9,1.93,33.59,15.02,37.19,2.0
557.0,9.8,5.3,1.93,33.59,15.02,37.19,2.0
557.0,9.8,5.3,1.93,33.59,15.02,37.19,2.0
543.0,9.2,5.0,1.93,33.59,15.02,37.19,2.0
605.0,15.2,5.6,1.93,33.59,15.02,37.19,2.0
673.0,14.9,5.4,1.93,33.59,15.02,37.19,2.0
687.0,10.9,5.3,1.93,33.59,15.02,37.19,2.0
687.0,10.9,5.3,1.93,33.59,15.02,37.19,2.0
732.0,14.4,5.7,1.93,33.59,15.02,37.19,3.0
733.0,13.0,6.2,1.93,33.59,15.02,37.19,3.0
715.0,11.0,5.8,1.93,33.59,15.02,37.19,2.0
675.0,15.3,6.3,1.93,33.59,15.02,37.19,2.0
675.0,15.3,6.3,1.93,33.59,15.02,37.19,2.0
654.0,21.3,7.6,1.93,33.59,15.02,37.19,2.0
602.0,23.1,8.0,1.93,33.59,15.02,37.19,2.0
602.0,23.1,8.0,1.93,33.59,15.02,37.19,2.0
600.0,18.8,7.8,1.93,33.59,15.02,37.19,2.0
600.0,18.8,7.8,1.93,33.59,15.02,37.19,2.0
560.0,11.1,6.2,1.93,33.59,15.02,37.19,2.0
531.0,11.4,5.9,1.93,33.59,15.02,37.19,2.0
531.0,11.4,5.9,1.93,33.59,15.02,37.19,2.0
536.0,52.8,9.0,1.93,33.59,15.02,37.19,2.0
536.0,52.8,9.0,1.93,33.59,15.02,37.19,2.0
616.0,36.7,7.8,1.93,33.59,15.02,37.19,2.0
557.0,37.8,8.0,1.93,33.59,15.02,37.19,2.0
541.0,88.9,19.7,1.93,33.59,15.02,37.19,2.0
523.0,116.2,20.2,1.93,33.59,15.02,37.19,2.0
523.0,116.2,20.2,1.93,33.59,15.02,37.19,2.0
492.0,79.5,14.9,1.93,33.59,15.02,37.19,2.0
492.0,79.5,14.9,1.93,33.59,15.02,37.19,2.0
509.0,49.9,12.1,1.93,33.59,15.02,37.19,2.0
509.0,49.9,12.1,1.93,33.59,15.02,37.19,2.0
506.0,29.8,8.1,1.93,33.59,15.02,37.19,2.0
505.0,29.8,8.1,1.93,33.59,15.02,37.19,2.0
491.0,22.1,6.7,1.93,33.59,15.02,37.19,2.0
575.0,204.1,25.2,1.93,33.59,15.02,37.19,2.0
575.0,204.1,25.2,1.93,33.59,15.02,37.19,2.0
610.0,122.6,18.5,1.93,33.59,15.02,37.19,2.0
610.0,122.6,18.5,1.93,33.59,15.02,37.19,2.0
525.0,56.7,13.0,1.93,33.59,15.02,37.19,2.0
542.0,23.6,8.2,1.93,33.59,15.02,37.19,2.0
541.0,13.9,7.0,1.93,33.59,15.02,37.19,2.0
541.0,13.9,7.0,1.93,33.59,15.02,37.19,2.0
853.0,8.1,5.9,1.93,33.59,15.02,37.19,3.0
853.0,8.1,5.9,1.93,33.59,15.02,37.19,3.0
830.0,6.2,5.1,1.93,33.59,15.02,37.19,3.0
759.0,5.4,4.4,1.93,33.59,15.02,37.19,3.0
759.0,5.4,4.4,1.93,33.59,15.02,37.19,3.0
680.0,6.2,4.3,1.93,33.59,15.02,37.19,2.0
650.0,30.9,7.2,1.93,33.59,15.02,37.19,2.0
650.0,30.9,7.2,1.93,33.59,15.02,37.19,2.0
643.0,82.2,14.8,1.93,33.59,15.02,37.19,2.0
643.0,82.2,14.8,1.93,33.59,15.02,37.19,2.0
609.0,46.8,11.0,1.93,33.59,15.02,37.19,2.0
609.0,46.8,11.0,1.93,33.59,15.02,37.19,2.0
597.0,24.9,7.7,1.93,33.59,15.02,37.19,2.0
597.0,24.9,7.7,1.93,33.59,15.02,37.19,2.0
605.0,15.1,6.7,1.93,33.59,15.02,37.19,2.0
605.0,15.1,6.7,1.93,33.59,15.02,37.19,2.0
607.0,13.8,6.0,1.93,33.59,15.02,37.19,2.0
602.0,11.1,5.9,1.93,33.59,15.02,37.19,2.0
602.0,11.1,5.9,1.93,33.59,15.02,37.19,2.0
587.0,6.5,5.1,1.93,33.59,15.02,37.19,2.0
571.0,6.9,4.9,1.93,33.59,15.02,37.19,2.0
569.0,5.6,5.0,1.34,33.59,18.24,36.72,2.0
567.0,10.5,5.1,1.34,33.59,18.24,36.72,2.0
590.0,6.7,4.8,1.34,33.59,18.24,36.72,2.0
640.0,5.2,4.4,1.34,33.59,18.24,36.72,2.0
653.0,41.1,8.7,1.34,33.59,18.24,36.72,2.0
644.0,26.4,8.1,1.34,33.59,18.24,36.72,2.0
656.0,18.0,6.5,1.34,33.59,18.24,36.72,2.0
672.0,18.0,6.5,1.34,33.59,18.24,36.72,2.0
671.0,12.4,5.8,1.34,33.59,18.24,36.72,2.0
634.0,10.8,5.5,1.34,33.59,18.24,36.72,2.0
593.0,10.2,5.5,1.34,33.59,18.24,36.72,2.0
606.0,8.7,5.3,1.34,33.59,18.24,36.72,2.0
600.0,11.6,5.6,1.34,33.59,18.24,36.72,2.0
601.0,7.5,5.1,1.34,33.59,18.24,36.72,2.0
604.0,6.7,4.9,1.34,33.59,18.24,36.72,2.0
604.0,6.7,4.9,1.34,33.59,18.24,36.72,2.0
654.0,36.9,8.5,1.34,33.59,18.24,36.72,2.0
654.0,36.9,8.5,1.34,33.59,18.24,36.72,2.0
619.0,23.2,7.8,1.34,33.59,18.24,36.72,2.0
576.0,14.9,8.0,1.34,33.59,18.24,36.72,2.0
555.0,10.1,7.1,1.34,33.59,18.24,36.72,2.0
555.0,10.1,7.1,1.34,33.59,18.24,36.72,2.0
553.0,8.6,6.4,1.34,33.59,18.24,36.72,2.0
553.0,8.6,6.4,1.34,33.59,18.24,36.72,2.0
565.0,58.4,12.7,1.34,33.59,18.24,36.72,2.0
605.0,13.0,5.8,1.34,33.59,18.24,36.72,2.0
630.0,7.3,5.2,1.34,33.59,18.24,36.72,2.0
590.0,8.7,5.7,1.34,33.59,18.24,36.72,2.0
590.0,8.7,5.7,1.34,33.59,18.24,36.72,2.0
592.0,7.2,5.5,1.34,33.59,18.24,36.72,2.0
592.0,7.2,5.5,1.34,33.59,18.24,36.72,2.0
584.0,31.6,8.9,1.34,33.59,18.24,36.72,2.0
584.0,31.6,8.9,1.34,33.59,18.24,36.72,2.0
577.0,17.1,7.0,1.34,33.59,18.24,36.72,2.0
590.0,10.8,6.0,1.34,33.59,18.24,36.72,2.0
557.0,6.5,5.6,1.34,33.59,18.24,36.72,2.0
552.0,9.0,6.5,1.34,33.59,18.24,36.72,2.0
552.0,9.0,6.5,1.34,33.59,18.24,36.72,2.0
560.0,34.4,9.5,1.34,33.59,18.24,36.72,2.0
560.0,34.4,9.5,1.34,33.59,18.24,36.72,2.0
601.0,16.1,6.9,1.34,33.59,18.24,36.72,2.0
646.0,17.9,7.5,1.34,33.59,18.24,36.72,2.0
646.0,17.9,7.5,1.34,33.59,18.24,36.72,2.0
603.0,12.6,7.1,1.34,33.59,18.24,36.72,2.0
603.0,12.6,7.1,1.34,33.59,18.24,36.72,2.0
570.0,6.0,5.4,1.34,33.59,18.24,36.72,2.0
572.0,5.6,5.0,1.34,33.59,18.24,36.72,2.0
572.0,8.7,5.7,1.34,33.59,18.24,36.72,2.0
572.0,8.7,5.7,1.34,33.59,18.24,36.72,2.0
607.0,10.6,8.4,1.34,33.59,18.24,36.72,2.0
607.0,10.6,8.4,1.34,33.59,18.24,36.72,2.0
620.0,8.6,6.5,1.34,33.59,18.24,36.72,2.0
620.0,8.6,6.5,1.34,33.59,18.24,36.72,2.0
731.0,49.2,17.0,0.8,33.59,24.68,31.95,3.0
695.0,35.3,13.5,0.8,33.59,24.68,31.95,2.0
696.0,21.9,11.3,0.8,33.59,24.68,31.95,2.0
677.0,15.7,9.1,0.8,33.59,24.68,31.95,2.0
677.0,15.7,9.1,0.8,33.59,24.68,31.95,2.0
843.0,29.8,10.8,0.8,33.59,24.68,31.95,3.0
843.0,29.8,10.8,0.8,33.59,24.68,31.95,3.0
807.0,26.4,9.5,0.8,33.59,24.68,31.95,3.0
807.0,26.4,9.5,0.8,33.59,24.68,31.95,3.0
688.0,15.4,7.7,0.8,33.59,24.68,31.95,2.0
690.0,15.4,7.7,0.8,33.59,24.68,31.95,2.0
612.0,8.4,6.6,0.8,33.59,24.68,31.95,2.0
663.0,22.2,7.4,0.8,33.59,24.68,31.95,2.0
681.0,15.5,6.7,0.8,33.59,24.68,31.95,2.0
681.0,25.3,9.0,0.8,33.59,24.68,31.95,2.0
774.0,23.3,13.8,0.8,33.59,24.68,31.95,3.0
735.0,52.3,16.5,0.8,33.59,24.68,31.95,3.0
735.0,52.3,16.5,0.8,33.59,24.68,31.95,3.0
678.0,34.9,15.7,0.8,33.59,24.68,31.95,2.0
800.0,16.5,14.0,0.8,33.59,24.68,31.95,3.0
800.0,16.5,14.0,0.8,33.59,24.68,31.95,3.0
735.0,18.1,15.3,0.8,33.59,24.68,31.95,3.0
735.0,18.1,15.3,0.8,33.59,24.68,31.95,2.0
723.0,15.7,14.0,0.8,33.59,24.68,31.95,3.0
715.0,15.7,14.0,0.8,33.59,24.68,31.95,3.0
717.0,21.9,17.4,0.8,33.59,24.68,31.95,3.0
698.0,23.0,19.5,0.8,33.59,24.68,31.95,2.0
760.0,38.2,23.2,0.8,33.59,24.68,31.95,3.0
722.0,41.8,18.9,0.8,33.59,24.68,31.95,3.0
801.0,30.7,15.8,0.8,33.59,24.68,31.95,3.0
844.0,25.2,15.9,0.8,33.59,24.68,31.95,3.0
844.0,25.2,15.9,0.8,33.59,24.68,31.95,3.0
858.0,23.0,16.8,0.8,33.59,24.68,31.95,3.0
858.0,23.0,16.8,0.8,33.59,24.68,31.95,3.0
807.0,21.4,17.7,0.8,33.59,24.68,31.95,3.0
807.0,21.4,17.7,0.8,33.59,24.68,31.95,3.0
809.0,19.6,15.5,0.8,33.59,24.68,31.95,3.0
853.0,15.5,12.7,0.8,33.59,24.68,31.95,3.0
853.0,15.5,12.7,0.8,33.59,24.68,31.95,3.0
848.0,17.1,15.3,0.8,33.59,24.68,31.95,3.0
848.0,17.1,15.3,0.8,33.59,24.68,31.95,3.0
831.0,22.9,20.4,0.8,33.59,24.68,31.95,3.0
907.0,18.8,16.8,2.26,32.22,27.54,29.33,3.0
906.0,21.0,18.1,2.26,32.22,27.54,29.33,4.0
820.0,15.4,13.1,2.26,32.22,27.54,29.33,3.0
807.0,19.3,16.9,2.26,32.22,27.54,29.33,3.0
818.0,18.8,14.7,2.26,32.22,27.54,29.33,3.0
818.0,18.8,14.7,2.26,32.22,27.54,29.33,3.0
759.0,21.3,19.0,2.26,32.22,27.54,29.33,3.0
783.0,22.6,20.2,2.26,32.22,27.54,29.33,3.0
776.0,25.5,22.8,2.26,32.22,27.54,29.33,3.0
776.0,25.5,22.8,2.26,32.22,27.54,29.33,3.0
780.0,19.3,17.2,2.26,32.22,27.54,29.33,3.0
780.0,19.3,17.2,2.26,32.22,27.54,29.33,3.0
801.0,16.6,14.9,2.26,32.22,27.54,29.33,3.0
801.0,16.6,14.9,2.26,32.22,27.54,29.33,3.0
708.0,18.0,13.9,2.26,32.22,27.54,29.33,3.0
708.0,18.0,13.9,2.26,32.22,27.54,29.33,3.0
699.0,16.4,10.9,2.26,32.22,27.54,29.33,2.0
702.0,8.9,7.8,2.26,32.22,27.54,29.33,2.0
944.0,10.6,7.8,2.26,32.22,27.54,29.33,4.0
944.0,10.6,7.8,2.26,32.22,27.54,29.33,4.0
